airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,1.0,Can't Tell,0.6733,American
negative,1.0,Late Flight,1.0,American
negative,0.6791,Customer Service Issue,0.3727,American
negative,0.361,Customer Service Issue,0.361,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6915,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6357,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
positive,0.6749,no_complaint,0.0,American
negative,1.0,Can't Tell,0.67,American
negative,1.0,Lost Luggage,1.0,American
neutral,0.6676,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,longlines,0.6539,American
negative,1.0,Cancelled Flight,0.6556,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,0.3519,no_complaint,0.0,American
neutral,0.627,no_complaint,1.0,American
positive,0.6629999999999999,no_complaint,1.0,American
negative,1.0,Flight Attendant Complaints,0.3596,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Cancelled Flight,0.6353,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
neutral,0.6266,no_complaint,1.0,American
positive,0.6629,no_complaint,1.0,American
negative,0.6932,Cancelled Flight,0.6932,American
negative,1.0,Flight Attendant Complaints,0.6911,American
negative,0.6598,Customer Service Issue,0.6598,American
positive,0.6907,no_complaint,0.0,American
negative,1.0,Flight Attendant Complaints,0.3475,American
negative,0.6712,Customer Service Issue,0.6712,American
neutral,0.6304,no_complaint,0.0,American
negative,0.6515,Customer Service Issue,0.3337,American
negative,1.0,Cancelled Flight,1.0,American
neutral,0.6809,no_complaint,0.0,American
negative,1.0,Flight Attendant Complaints,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,0.7918,American
negative,1.0,Customer Service Issue,0.9241,American
negative,1.0,Customer Service Issue,0.9303,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,0.962,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,0.9553,Flight Attendant Complaints,0.9553,American
positive,0.9236,no_complaint,0.0,American
negative,1.0,Lost Luggage,0.5345,American
negative,1.0,Customer Service Issue,0.6727,American
positive,0.6242,no_complaint,0.0,American
negative,0.924,Late Flight,0.4904,American
negative,1.0,longlines,0.4686,Delta
negative,0.7991,Can't Tell,0.6423,Delta
negative,1.0,Customer Service Issue,1.0,American
neutral,0.6755,no_complaint,0.0,American
negative,1.0,Can't Tell,1.0,American
negative,1.0,Can't Tell,0.6758,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Flight Booking Problems,0.7066,American
negative,0.6581,Late Flight,0.3444,American
negative,0.6369,Cancelled Flight,0.6369,American
negative,1.0,Flight Attendant Complaints,0.6408,American
negative,1.0,Bad Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.3573,American
neutral,0.6541,no_complaint,0.0,American
negative,1.0,Customer Service Issue,0.6728,American
negative,1.0,Customer Service Issue,0.6673,American
neutral,0.6423,no_complaint,1.0,American
positive,0.6485,no_complaint,1.0,American
negative,1.0,Customer Service Issue,0.6546,American
negative,1.0,Bad Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6424,no_complaint,0.0,American
negative,1.0,Bad Flight,1.0,American
negative,1.0,Cancelled Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.3726,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Cancelled Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Late Flight,1.0,American
neutral,0.6709,no_complaint,1.0,American
negative,1.0,Late Flight,0.659,American
negative,1.0,Cancelled Flight,0.6575,American
negative,0.6831,Can't Tell,0.6831,American
neutral,0.3539,no_complaint,0.0,American
positive,0.6497,no_complaint,0.0,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Flight Booking Problems,0.3606,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6569,American
positive,1.0,no_complaint,1.0,American
positive,0.6909,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Flight Booking Problems,0.6982,American
neutral,0.6705,no_complaint,0.0,American
negative,0.6551,Cancelled Flight,0.3331,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.6849,American
positive,1.0,no_complaint,1.0,American
neutral,0.6808,no_complaint,1.0,American
negative,0.6539,Bad Flight,0.3303,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6447,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Cancelled Flight,0.6857,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
positive,0.6812,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6495,Customer Service Issue,0.6495,American
negative,1.0,Customer Service Issue,0.6632,American
negative,1.0,Can't Tell,0.662,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Cancelled Flight,0.6578,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.7046,American
negative,1.0,Late Flight,0.6461,American
positive,0.6709999999999999,no_complaint,1.0,American
negative,1.0,Lost Luggage,0.6471,American
negative,1.0,Can't Tell,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Can't Tell,0.659,American
negative,0.7101,Flight Booking Problems,0.7101,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6565,American
negative,0.6954,Cancelled Flight,0.387,American
negative,1.0,Cancelled Flight,1.0,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Damaged Luggage,0.6771,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Flight Attendant Complaints,1.0,American
negative,1.0,Customer Service Issue,0.3394,American
negative,0.6913,Can't Tell,0.3537,American
negative,1.0,Late Flight,1.0,American
negative,0.7038,Can't Tell,0.7038,American
negative,1.0,Customer Service Issue,0.6961,American
negative,0.6535,Can't Tell,0.3754,American
neutral,0.69,no_complaint,0.0,American
neutral,0.6863,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.3703,American
negative,0.5014,Customer Service Issue,0.5014,American
negative,1.0,Lost Luggage,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,longlines,0.633,American
negative,1.0,Cancelled Flight,0.6632,American
neutral,1.0,no_complaint,1.0,American
positive,0.6892,no_complaint,0.0,American
neutral,0.6709999999999999,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6472,American
negative,1.0,Customer Service Issue,0.6629999999999999,American
negative,1.0,Flight Attendant Complaints,0.6553,American
neutral,0.6771,no_complaint,1.0,American
negative,1.0,Customer Service Issue,0.6658,American
positive,1.0,no_complaint,1.0,American
positive,0.6552,no_complaint,1.0,American
negative,0.7148,Can't Tell,0.3889,American
negative,1.0,Flight Attendant Complaints,0.6503,American
negative,1.0,Flight Booking Problems,0.6458,American
negative,0.6432,Flight Booking Problems,0.3331,American
negative,1.0,Customer Service Issue,0.3555,American
negative,1.0,Cancelled Flight,1.0,American
negative,0.667,Cancelled Flight,0.667,American
negative,1.0,Late Flight,0.6496,American
negative,1.0,Cancelled Flight,0.6774,American
neutral,0.6159,no_complaint,0.0,American
negative,1.0,Flight Attendant Complaints,0.6688,American
negative,1.0,Flight Booking Problems,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.6721,American
negative,1.0,Can't Tell,1.0,American
negative,1.0,Lost Luggage,1.0,American
neutral,0.6925,no_complaint,0.0,American
positive,1.0,no_complaint,1.0,American
positive,0.6743,no_complaint,1.0,American
negative,0.6982,Can't Tell,0.3848,American
negative,1.0,Flight Booking Problems,0.6557,American
negative,1.0,Late Flight,0.3443,American
positive,1.0,no_complaint,1.0,American
positive,0.6708,no_complaint,0.0,American
negative,1.0,Customer Service Issue,1.0,American
positive,0.6937,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6314,Late Flight,0.3354,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,1.0,American
neutral,0.6436,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6564,no_complaint,1.0,American
neutral,0.6786,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Flight Attendant Complaints,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Flight Booking Problems,1.0,American
neutral,0.6924,no_complaint,0.0,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Flight Attendant Complaints,0.3446,American
negative,1.0,Bad Flight,0.3667,American
neutral,0.7068,no_complaint,0.0,American
positive,0.6454,no_complaint,0.0,American
positive,0.6236,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
neutral,0.6774,no_complaint,1.0,American
neutral,0.6683,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6725,no_complaint,1.0,American
negative,1.0,Bad Flight,0.3614,American
negative,1.0,Can't Tell,0.6399,American
negative,1.0,Bad Flight,0.7085,American
negative,1.0,Late Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
positive,0.6188,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
positive,0.6607,no_complaint,1.0,American
negative,1.0,Late Flight,0.6685,American
negative,1.0,Can't Tell,0.3579,American
neutral,0.6858,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6681,Customer Service Issue,0.6681,American
negative,0.6687,Flight Booking Problems,0.3442,American
negative,1.0,Late Flight,1.0,American
positive,0.6802,no_complaint,1.0,American
negative,1.0,Lost Luggage,0.3585,American
negative,0.669,Customer Service Issue,0.669,American
negative,1.0,Lost Luggage,0.6635,American
negative,0.7276,Can't Tell,0.7276,American
negative,1.0,Can't Tell,0.6588,American
negative,0.635,Customer Service Issue,0.3285,American
negative,0.6866,Lost Luggage,0.352,American
negative,1.0,Customer Service Issue,0.6914,American
neutral,0.6616,no_complaint,0.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,0.6611,American
negative,1.0,Lost Luggage,0.6890000000000001,American
negative,1.0,Late Flight,0.6683,American
positive,0.6821,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6782,Customer Service Issue,0.6782,American
negative,0.6781,Can't Tell,0.3411,American
negative,1.0,Flight Attendant Complaints,0.3602,American
negative,1.0,Late Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6707,longlines,0.3377,American
negative,1.0,Cancelled Flight,0.6831,American
negative,1.0,Customer Service Issue,0.6789,American
neutral,0.6579,no_complaint,0.0,American
neutral,0.6779,no_complaint,0.0,American
negative,1.0,Flight Booking Problems,0.3615,American
negative,1.0,Flight Attendant Complaints,0.3646,American
positive,1.0,no_complaint,1.0,American
neutral,0.3544,no_complaint,0.0,American
negative,1.0,Late Flight,0.6927,American
positive,1.0,no_complaint,1.0,American
negative,0.6307,Customer Service Issue,0.3168,American
negative,1.0,Can't Tell,0.6845,American
negative,1.0,Customer Service Issue,0.6839,American
negative,1.0,Customer Service Issue,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.6758,American
negative,1.0,Late Flight,1.0,American
positive,1.0,no_complaint,1.0,American
negative,0.6753,Lost Luggage,0.6753,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6341,American
positive,1.0,no_complaint,1.0,American
neutral,0.662,no_complaint,1.0,American
negative,0.6812,Lost Luggage,0.3652,American
negative,1.0,Late Flight,0.3531,American
negative,1.0,Can't Tell,0.6955,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Flight Attendant Complaints,0.6654,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Late Flight,0.3468,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Flight Booking Problems,1.0,American
negative,0.6952,Flight Booking Problems,0.6952,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.708,American
negative,1.0,Lost Luggage,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,0.6576,Bad Flight,0.6576,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6811,no_complaint,0.0,American
positive,1.0,no_complaint,1.0,American
negative,0.7175,Late Flight,0.3633,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Lost Luggage,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.6358,American
neutral,0.6917,no_complaint,0.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Flight Booking Problems,0.7132,American
negative,1.0,Bad Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.3644,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Bad Flight,1.0,American
positive,0.6427,no_complaint,0.0,American
negative,0.6974,Customer Service Issue,0.3755,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,0.6824,Bad Flight,0.3665,American
negative,1.0,Flight Booking Problems,0.6688,American
neutral,0.6857,no_complaint,1.0,American
negative,1.0,Flight Attendant Complaints,1.0,American
negative,1.0,Can't Tell,0.3656,American
positive,0.6723,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6565,no_complaint,1.0,American
negative,0.6578,Bad Flight,0.3498,American
negative,1.0,Customer Service Issue,0.6576,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Late Flight,0.6446,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,0.6505,American
negative,0.6837,Late Flight,0.3745,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,0.6894,Can't Tell,0.3611,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.3358,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.6895,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
neutral,0.6773,no_complaint,0.0,American
positive,0.6864,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Can't Tell,0.6495,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,0.6503,American
negative,0.6865,Customer Service Issue,0.6865,American
neutral,0.6752,no_complaint,0.0,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6646,no_complaint,0.0,American
negative,1.0,Customer Service Issue,0.6591,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.6717,American
neutral,0.6528,no_complaint,0.0,American
negative,1.0,Bad Flight,0.6663,American
negative,0.6389,Bad Flight,0.3581,American
negative,1.0,Bad Flight,0.6639,American
negative,1.0,Flight Attendant Complaints,0.6722,American
negative,1.0,Lost Luggage,1.0,American
positive,1.0,no_complaint,1.0,American
negative,0.6418,Can't Tell,0.34,American
negative,1.0,Flight Attendant Complaints,1.0,American
negative,1.0,Can't Tell,0.6431,American
negative,1.0,Late Flight,0.6685,American
negative,1.0,Flight Attendant Complaints,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
neutral,0.6298,no_complaint,0.0,American
neutral,0.6755,no_complaint,0.0,American
positive,0.6438,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
neutral,0.3384,no_complaint,0.0,American
negative,1.0,Customer Service Issue,0.6606,American
neutral,0.6883,no_complaint,0.0,American
neutral,0.6667,no_complaint,0.0,American
